单字,字频序,相撞码,不让位表候选,综合表候选,综合表首选,二字词最高序,二字词,四字简词最高序,四字简词,处理动作,状态,裁决备注
七,3,qigg,1,1,七,57900,弃耕,,,retain_single,按发布候选顺序落实,
上,8,uhsr,1,1,上,49531,上算,,,retain_single,按发布候选顺序落实,
专,13,vrkk,1,1,专,18117,砖块,,,retain_single,按发布候选顺序落实,
世,15,uiiz,1,1,世,27023,世仇 尸臭,,,retain_single,按发布候选顺序落实,
丝,18,siff,1,1,丝,28584,私愤 四分 私分,,,retain_single,按发布候选顺序落实,
中,23,vsjy,1,1,中,31949,忠君,,,retain_single,按发布候选顺序落实,
串,25,irjy,1,1,串,28115,川军,15491,成人教育,retain_single,按发布候选顺序落实,
丽,31,lidd,1,1,丽,16170,历代,,,retain_single,按发布候选顺序落实,
义,36,yide,1,1,义,22586,医德 易得,,,retain_single,按发布候选顺序落实,
之,37,viff,1,1,之,26872,脂粉 之分,,,retain_single,按发布候选顺序落实,
乙,44,yizz,2,2,亿,42728,移走,,,retain_single,按发布候选顺序落实,
也,46,yehh,1,1,也,20744,夜航,,,retain_single,按发布候选顺序落实,
习,47,xinn,2,2,铣,33005,犀鸟,,,retain_single,按发布候选顺序落实,
乡,48,xlff,1,1,乡,30381,香粉,,,retain_single,按发布候选顺序落实,
买,50,mdzv,1,1,买,51901,买醉,,,retain_single,按发布候选顺序落实,
了,52,lnxx,1,1,了,21398,撂下,,,retain_single,按发布候选顺序落实,
二,57,errr,1,1,二,40554,耳软,,,retain_single,按发布候选顺序落实,
于,58,yuxx,1,1,于,16452,余下 鱼虾,9298,以身相许,retain_single,按发布候选顺序落实,
五,62,wuqq,1,1,五,26134,务求,,,retain_single,按发布候选顺序落实,
些,65,xpyr,1,1,些,38736,血缘,,,retain_single,按发布候选顺序落实,
交,67,jnee,1,1,交,50237,交恶,,,retain_single,按发布候选顺序落实,
亦,68,yiyy,1,1,亦,24159,意蕴 疑云,,,retain_single,按发布候选顺序落实,
人,75,rfdd,1,1,人,17324,韧带,,,retain_single,按发布候选顺序落实,
亿,76,yizz,1,1,亿,42728,移走,,,retain_single,按发布候选顺序落实,
今,81,jbvv,2,2,衿,40881,紧追,15564,局部战争,retain_single,按发布候选顺序落实,
仙,90,xmzu,1,1,仙,23437,险阻 先祖,,,retain_single,按发布候选顺序落实,
仪,94,yize,1,1,仪,24633,一则,,,retain_single,按发布候选顺序落实,
份,101,ffzo,1,1,份,41333,分作,,,retain_single,按发布候选顺序落实,
伏,105,fuzv,1,1,伏,29247,负罪 服罪,,,retain_single,按发布候选顺序落实,
会,110,hvdk,1,1,会,59693,灰顶,,,retain_single,按发布候选顺序落实,
似,121,uizo,1,2,诗作,17093,诗作 视作,,,word_first,已裁决,冷门 shì 入口让诗作／视作；常用 sì 另走 sizo
使,137,uize,1,1,使,16752,实则 失责,,,retain_single,已裁决,实则／失责偏书面，保留高频单字使
例,138,lizo,1,1,例,18191,力作 离座,,,retain_single,按发布候选顺序落实,
依,140,yizg,1,1,依,32684,遗赠,,,retain_single,按发布候选顺序落实,
便,143,bmze,1,1,便,36949,贬责,,,retain_single,按发布候选顺序落实,
俩,151,llzd,1,1,俩,16054,靓仔,,,retain_single,按发布候选顺序落实,
健,165,jmzo,1,1,健,23737,间作,,,retain_single,已裁决,间作生僻，保留健
其,190,qiiv,1,1,其,53959,气锤,,,retain_single,按发布候选顺序落实,
典,192,dmlv,1,1,典,20017,电驴,,,retain_single,按发布候选顺序落实,
兹,193,civf,1,1,兹,34699,磁针,,,retain_single,按发布候选顺序落实,
冒,200,mcla,1,1,冒,34285,毛拉,,,retain_single,按发布候选顺序落实,
军,202,jysc,1,1,军,19065,军嫂,,,retain_single,按发布候选顺序落实,
几,217,jidd,1,1,几,17807,亟待,,,retain_single,按发布候选顺序落实,
凤,219,fgdg,1,1,凤,34907,风灯 丰登,,,retain_single,按发布候选顺序落实,
出,222,iuuu,1,1,出,35841,出书 处暑,,,retain_single,按发布候选顺序落实,
切,226,qpgo,1,1,切,52305,窃国,,,retain_single,按发布候选顺序落实,
划,228,hxbo,1,1,划,26308,划拨,,,retain_single,按发布候选顺序落实,
到,238,dcho,1,1,到,26422,到货,,,retain_single,按发布候选顺序落实,
前,246,qmvo,1,1,前,50430,前桌,,,retain_single,按发布候选顺序落实,
剧,248,jugo,1,1,剧,20254,举国,,,retain_single,按发布候选顺序落实,
副,251,furo,1,1,副,40794,扶弱,,,retain_single,按发布候选顺序落实,
办,253,bjkk,1,1,办,16575,板块 版块 斑块,,,retain_single,按发布候选顺序落实,
务,256,wugk,1,1,务,31944,无怪,,,retain_single,按发布候选顺序落实,
区,270,qule,1,2,取乐,15940,取乐,,,resolved_by_short,已裁决,区退到 qul，取乐优先
医,272,yils,1,1,医,48066,仪陇,,,retain_single,按发布候选顺序落实,
千,274,qmxx,1,1,千,42447,欠下 签下,,,retain_single,按发布候选顺序落实,
半,277,bjve,1,1,半,41192,伴着,,,retain_single,按发布候选顺序落实,
单,280,ujss,1,1,单,52237,闪送,,,retain_single,按发布候选顺序落实,
南,284,njbb,1,1,南,30048,男宾,,,retain_single,按发布候选顺序落实,
卫,291,wwyr,2,3,委员,3092,委员 惟愿,12761,我为鱼肉,resolved_by_short,已裁决,卫取得 wwy，词位优先
去,304,qupk,1,1,去,34586,取平,,,retain_single,按发布候选顺序落实,
及,310,jiss,1,1,及,20139,寄送 记诵,,,retain_single,按发布候选顺序落实,
友,311,yzbg,2,2,麀,23379,油泵,12734,一字不改,retain_single,按发布候选顺序落实,
句,321,gzlj,1,1,句,54023,勾栏,13141,公正廉洁,retain_single,按发布候选顺序落实,
另,323,lkjk,1,1,另,34567,灵境,,,retain_single,按发布候选顺序落实,
右,331,yzbj,1,1,右,33378,游伴,13922,勇者不惧,retain_single,已裁决,二字词生僻且四字词较弱，保留右
叶,332,xpjb,1,1,叶,36108,泄劲,,,retain_single,按发布候选顺序落实,
叶,332,yejb,1,1,叶,18925,冶金,,,retain_single,按发布候选顺序落实,
合,339,gedj,1,1,合,30878,歌单 鸽蛋,,,retain_single,按发布候选顺序落实,
吉,341,jipj,1,1,吉,36136,亟盼,,,retain_single,按发布候选顺序落实,
同,342,tslj,1,1,同,28783,统揽,,,retain_single,按发布候选顺序落实,
吐,345,tujp,1,1,吐,15960,图解,,,retain_single,按发布候选顺序落实,
向,346,xlqq,1,1,向,46913,相求,,,retain_single,按发布候选顺序落实,
吗,348,majn,1,1,吗,19031,马脚 麻椒,,,retain_single,按发布候选顺序落实,
含,354,hjvj,1,1,含,17824,寒战,,,retain_single,按发布候选顺序落实,
启,356,qitj,1,1,启,44435,奇谈 棋坛,,,retain_single,按发布候选顺序落实,
呀,361,yajk,1,1,呀,28386,压境 雅静,,,retain_single,按发布候选顺序落实,
告,364,gcnj,3,3,镐,23875,高难,,,retain_single,按发布候选顺序落实,
员,365,yrjq,1,1,员,21655,援救,,,retain_single,按发布候选顺序落实,
咸,378,xmbj,1,1,咸,39280,县办 线板,,,retain_single,按发布候选顺序落实,
响,381,xljq,1,1,响,49998,相救,,,retain_single,按发布候选顺序落实,
售,390,uzpj,1,1,售,24761,收盘,,,retain_single,按发布候选顺序落实,
啊,394,aajn,1,1,啊,30743,阿胶 阿娇,,,retain_single,按发布候选顺序落实,
善,397,ujbj,1,1,善,46187,舢板,,,retain_single,按发布候选顺序落实,
喜,399,xipj,1,1,喜,28206,吸盘 洗盘,,,retain_single,按发布候选顺序落实,
喝,400,hejl,1,1,喝,45881,合江,,,retain_single,按发布候选顺序落实,
垂,431,ivxr,1,1,垂,41669,垂悬,,,retain_single,按发布候选顺序落实,
培,436,pwpj,1,1,培,55262,胚盘,,,retain_single,按发布候选顺序落实,
壮,452,vlxp,1,1,壮,16266,装卸,,,retain_single,按发布候选顺序落实,
处,454,iugs,1,1,处,37221,出恭 出工 厨工,,,retain_single,按发布候选顺序落实,
多,459,doxx,1,1,多,35339,夺下,,,retain_single,按发布候选顺序落实,
大,462,davv,1,1,大,47844,大椎,,,retain_single,按发布候选顺序落实,
她,484,tamh,1,1,她,57838,他忙,,,retain_single,按发布候选顺序落实,
姜,498,jlmm,1,1,姜,21999,江面,,,retain_single,按发布候选顺序落实,
子,508,zixx,2,2,孖,19868,紫霞,,,retain_single,按发布候选顺序落实,
宜,530,yisr,1,1,宜,25466,乙酸 蚁酸,,,retain_single,按发布候选顺序落实,
寺,549,sipn,1,1,寺,27553,撕票,,,retain_single,按发布候选顺序落实,
小,556,xnff,1,1,小,44171,小份 小分,,,retain_single,按发布候选顺序落实,
尚,560,uhfj,2,2,绱,15458,商贩,,,retain_single,按发布候选顺序落实,
尤,562,yzkk,1,1,尤,49157,又快,,,retain_single,按发布候选顺序落实,
尾,568,wwth,1,1,尾,32417,苇塘,,,retain_single,按发布候选顺序落实,
尾,568,yith,1,1,尾,30836,饴糖 一堂,,,retain_single,按发布候选顺序落实,
局,570,jutj,1,1,局,32006,剧坛,,,retain_single,按发布候选顺序落实,
屋,574,wuth,1,1,屋,45142,无糖,,,retain_single,按发布候选顺序落实,
山,579,ujuu,1,1,山,46267,杉树,,,retain_single,按发布候选顺序落实,
岛,582,dccc,1,1,岛,16143,稻草,,,retain_single,按发布候选顺序落实,
岩,583,yjuc,1,1,岩,34855,眼梢,,,retain_single,按发布候选顺序落实,
岭,584,lkuv,1,1,岭,52595,陵水,,,retain_single,按发布候选顺序落实,
川,588,iryy,1,1,川,23242,船运,,,retain_single,按发布候选顺序落实,
工,590,gsss,1,1,工,48345,恭送,,,retain_single,按发布候选顺序落实,
巨,593,jull,1,1,巨,34835,巨量,15770,军事力量,retain_single,按发布候选顺序落实,
庆,622,qkcv,1,2,清脆,15114,清脆 青翠,,,resolved_by_short,已裁决,庆取得 qkc，清脆／青翠优先
库,625,kucc,1,1,库,29811,枯草,,,retain_single,按发布候选顺序落实,
店,628,dmcj,1,1,店,39283,点餐,,,retain_single,按发布候选顺序落实,
度,631,docg,2,2,舵,36180,多层,,,retain_single,按发布候选顺序落实,
度,631,ducg,1,1,度,28831,镀层,,,retain_single,按发布候选顺序落实,
庭,634,tkco,2,2,艇,41579,听错,,,retain_single,按发布候选顺序落实,
强,651,qlzw,1,1,强,40175,戕贼,,,retain_single,按发布候选顺序落实,
彩,657,cdbk,1,1,彩,36756,裁并,,,retain_single,按发布候选顺序落实,
径,664,jkys,1,1,径,19410,警用 经用,,,retain_single,按发布候选顺序落实,
徒,669,tuyk,1,1,徒,23723,秃鹰,,,retain_single,按发布候选顺序落实,
忆,676,yivz,1,1,忆,37191,一周,,,retain_single,按发布候选顺序落实,
息,701,xilv,2,2,鼷,36980,息率,,,retain_single,按发布候选顺序落实,
情,710,qkvr,1,1,情,51681,青砖,,,retain_single,按发布候选顺序落实,
惠,713,hvrv,1,1,惠,49920,辉瑞,,,retain_single,按发布候选顺序落实,
手,733,uzee,1,1,手,32347,首恶,,,retain_single,按发布候选顺序落实,
才,734,cdnn,1,1,才,16349,菜鸟,,,retain_single,按发布候选顺序落实,
打,738,daen,1,1,打,43765,大恩,,,retain_single,按发布候选顺序落实,
担,762,djer,1,1,担,38130,胆儿 单耳,,,retain_single,按发布候选顺序落实,
拿,778,nade,1,1,拿,45301,那得,,,retain_single,按发布候选顺序落实,
摩,812,moce,1,1,摩,32391,莫测,,,retain_single,按发布候选顺序落实,
撑,815,igee,1,1,撑,50258,惩恶,,,retain_single,按发布候选顺序落实,
收,822,uzzg,1,1,收,50345,受赠,,,retain_single,按发布候选顺序落实,
放,825,fhlg,1,1,放,58157,放冷,,,retain_single,按发布候选顺序落实,
散,834,sjig,1,1,散,42261,散成 三成,,,retain_single,按发布候选顺序落实,
斤,842,jbff,1,1,斤,29275,金粉,8074,旧病复发,retain_single,按发布候选顺序落实,
斯,844,siif,1,1,斯,58278,死沉,,,retain_single,按发布候选顺序落实,
新,845,xbhf,1,1,新,23332,心狠,,,retain_single,按发布候选顺序落实,
方,846,fhll,1,1,方,45448,房梁 放量,,,retain_single,按发布候选顺序落实,
施,847,uilh,1,1,施,28009,侍郎,,,retain_single,按发布候选顺序落实,
旋,850,xrll,1,1,旋,26374,悬梁,,,retain_single,按发布候选顺序落实,
旗,852,qilv,1,1,旗,29101,七律 骑驴,,,retain_single,按发布候选顺序落实,
旧,858,jqya,1,1,旧,43278,韭芽,,,retain_single,按发布候选顺序落实,
期,899,jiir,1,1,期,23564,击穿 纪传,,,retain_single,按发布候选顺序落实,
期,899,qiir,1,1,期,24150,气喘 汽船,,,retain_single,按发布候选顺序落实,
末,903,moss,1,1,末,33670,默诵,,,retain_single,按发布候选顺序落实,
朱,907,vuss,1,1,朱,36431,祝颂,,,retain_single,按发布候选顺序落实,
树,943,uuan,1,1,树,32797,书案,,,retain_single,按发布候选顺序落实,
概,965,gdan,1,1,概,21532,该案,,,retain_single,按发布候选顺序落实,
步,980,buyk,1,1,步,41034,不应,,,retain_single,按发布候选顺序落实,
殊,983,uuxs,1,1,殊,58683,束胸,5767,肾上腺素,retain_single,按发布候选顺序落实,
毒,988,duxl,1,1,毒,40587,独享,,,retain_single,按发布候选顺序落实,
氏,993,uinn,1,1,氏,34421,屎尿,,,retain_single,按发布候选顺序落实,
气,996,qiuu,1,1,气,26704,骑术 气数 奇数 奇书,,,retain_single,按发布候选顺序落实,
汽,1007,qiou,1,1,汽,33302,奇偶,,,retain_single,按发布候选顺序落实,
泉,1019,qrlo,1,1,泉,36214,全裸,,,retain_single,按发布候选顺序落实,
炎,1087,yjww,2,2,焱,52313,烟味,,,retain_single,按发布候选顺序落实,
焦,1100,jnpw,1,1,焦,17273,交配,,,retain_single,按发布候选顺序落实,
父,1111,fuve,1,1,父,16544,附着 覆辙,,,retain_single,已裁决,附着存在误音，覆辙多嵌长词，保留父
爽,1114,ulbd,1,1,爽,26776,双百 霜白,,,retain_single,按发布候选顺序落实,
片,1115,pmxx,1,1,片,35607,偏下 偏狭,,,retain_single,按发布候选顺序落实,
牙,1118,yakk,1,1,牙,57464,压块,,,retain_single,按发布候选顺序落实,
玩,1138,wjtn,1,1,玩,48155,万条,,,retain_single,按发布候选顺序落实,
环,1139,hrtd,1,1,环,57228,换台 桓台,,,retain_single,按发布候选顺序落实,
珍,1141,vftk,1,1,珍,34873,侦听,,,retain_single,按发布候选顺序落实,
珠,1142,vuts,1,1,珠,17638,竹筒,,,retain_single,按发布候选顺序落实,
班,1143,bjto,1,1,班,41387,办妥,,,retain_single,按发布候选顺序落实,
球,1144,qqtd,1,1,球,24546,球台,,,retain_single,按发布候选顺序落实,
瓶,1151,pkvs,1,1,瓶,53585,瓶中,,,retain_single,按发布候选顺序落实,
甚,1153,ufiz,1,1,甚,43445,深仇,,,retain_single,按发布候选顺序落实,
田,1157,tmaa,1,1,田,41714,天啊,,,retain_single,按发布候选顺序落实,
町,1163,dkan,2,2,盯,23859,定案,,,retain_single,按发布候选顺序落实,
番,1168,fjba,1,1,番,54748,反霸,,,retain_single,按发布候选顺序落实,
瘦,1177,uzcg,1,1,瘦,55020,首层,,,retain_single,按发布候选顺序落实,
白,1179,bdll,1,1,白,32548,白亮,9628,不得了了,retain_single,按发布候选顺序落实,
的,1181,deld,1,1,的,19415,得来,8165,吊儿郎当,retain_single,按发布候选顺序落实,
的,1181,dild,1,1,的,15561,抵赖,,,retain_single,按发布候选顺序落实,
皆,1183,jpgl,1,1,皆,23639,借光,,,retain_single,按发布候选顺序落实,
省,1199,ugfa,2,2,绳,32681,生发,,,retain_single,按发布候选顺序落实,
省,1199,xkfa,1,2,刑法,16180,刑法 刑罚,,,word_first,已裁决,xǐng 冷门入口让刑法／刑罚；常用 shěng 另有 ugf
看,1202,kjma,1,1,看,57772,看嘛,,,retain_single,按发布候选顺序落实,
着,1205,vcma,1,1,着,54270,找骂,,,retain_single,按发布候选顺序落实,
着,1205,voma,1,1,着,44188,卓玛,,,retain_single,按发布候选顺序落实,
知,1212,visj,1,1,知,36097,之三,,,retain_single,按发布候选顺序落实,
石,1214,uicc,1,1,石,47947,实操,,,retain_single,按发布候选顺序落实,
离,1235,libo,1,1,离,55346,荔波,,,retain_single,按发布候选顺序落实,
积,1247,jicv,1,1,积,49123,集萃,,,retain_single,按发布候选顺序落实,
稳,1254,wfcv,1,1,稳,33886,文萃,,,retain_single,按发布候选顺序落实,
突,1260,tusv,1,1,突,53292,吐穗,,,retain_single,按发布候选顺序落实,
竹,1269,vumm,1,1,竹,17110,煮面,,,retain_single,按发布候选顺序落实,
答,1275,damj,1,1,答,42045,打满,,,retain_single,按发布候选顺序落实,
简,1278,jmma,1,1,简,42774,简码 剑麻,,,retain_single,按发布候选顺序落实,
粉,1285,ffbo,1,1,粉,45165,分拨,,,retain_single,按发布候选顺序落实,
细,1312,xifa,1,1,细,15563,戏法 洗发,,,retain_single,按发布候选顺序落实,
绍,1315,ucfj,1,1,绍,25294,烧饭,,,retain_single,按发布候选顺序落实,
给,1319,jifj,1,1,给,41319,几番,,,retain_single,按发布候选顺序落实,
继,1325,jifz,1,1,继,54849,击缶,,,retain_single,按发布候选顺序落实,
网,1336,whle,1,1,网,40734,忘了,,,retain_single,按发布候选顺序落实,
置,1340,vitr,1,1,置,46012,纸团,,,retain_single,按发布候选顺序落实,
翼,1346,yinv,2,2,镱,32478,义女,,,retain_single,按发布候选顺序落实,
肾,1368,ufhr,1,1,肾,21438,身患,,,retain_single,按发布候选顺序落实,
背,1371,bwxr,1,1,背,22307,备选,,,retain_single,按发布候选顺序落实,
胎,1372,tdrj,1,1,胎,25774,泰然,,,retain_single,按发布候选顺序落实,
臣,1393,ifmm,1,1,臣,25731,沉湎,,,retain_single,按发布候选顺序落实,
至,1395,vihh,1,1,至,47761,直航,,,retain_single,按发布候选顺序落实,
致,1396,vihg,1,1,致,21248,制衡,,,retain_single,按发布候选顺序落实,
舍,1397,uedj,1,1,舍,36125,蛇胆,,,retain_single,按发布候选顺序落实,
舞,1399,wudh,1,2,武当,19429,武当,,,resolved_by_short,已裁决,舞取得 wud，武当优先
苏,1414,suqk,1,1,苏,17951,肃清 诉请,,,retain_single,按发布候选顺序落实,
苦,1416,kuqr,1,1,苦,38246,苦劝,,,retain_single,按发布候选顺序落实,
草,1421,ccqb,1,1,草,56812,操琴,,,retain_single,按发布候选顺序落实,
萌,1432,mgqr,1,1,萌,43378,蒙圈 猛犬,6486,卖国求荣,retain_single,按发布候选顺序落实,
蒋,1443,jlqn,1,1,蒋,50366,江桥,,,retain_single,按发布候选顺序落实,
蔡,1447,cdqq,1,1,蔡,24518,彩球,,,retain_single,按发布候选顺序落实,
藏,1450,zhqm,1,1,藏,42868,脏钱,,,retain_single,按发布候选顺序落实,
蛋,1458,djlw,1,1,蛋,29331,蛋类,,,retain_single,按发布候选顺序落实,
补,1469,buvs,1,1,补,49388,不中 补种,,,retain_single,按发布候选顺序落实,
见,1477,jmqq,1,1,见,46481,毽球 捡球,,,retain_single,按发布候选顺序落实,
见,1477,xmqq,2,2,苋,53611,险球,,,retain_single,按发布候选顺序落实,
言,1489,yjmm,1,1,言,20567,颜面 延绵,,,retain_single,按发布候选顺序落实,
计,1491,jimb,1,1,计,18706,机敏 饥民,,,retain_single,已裁决,jim 必须给急解除急／箕重码，保留计
订,1492,dkmn,2,2,耵,34104,定苗,,,retain_single,按发布候选顺序落实,
认,1493,rfmd,2,2,讱,20422,人脉 任脉,,,retain_single,按发布候选顺序落实,
评,1506,pkmb,1,1,评,3943,平民,,,retain_single,按发布候选顺序落实,
诗,1513,uimn,1,1,诗,50995,十秒,,,retain_single,按发布候选顺序落实,
话,1515,hxmj,1,1,话,42625,画满,,,retain_single,按发布候选顺序落实,
详,1517,xlmb,1,1,详,25220,乡民,,,retain_single,按发布候选顺序落实,
诸,1523,vuma,1,1,诸,52842,竹马,,,retain_single,按发布候选顺序落实,
诺,1524,nomj,1,1,诺,48344,诺曼,,,retain_single,按发布候选顺序落实,
调,1529,dnmj,1,1,调,29314,刁蛮,,,retain_single,按发布候选顺序落实,
谢,1534,xpmn,1,1,谢,53205,蟹苗,,,retain_single,按发布候选顺序落实,
豪,1538,hcky,1,1,豪,31485,好困,,,retain_single,按发布候选顺序落实,
贝,1540,bwqq,1,1,贝,43646,悲秋,,,retain_single,按发布候选顺序落实,
贷,1552,ddzq,,,,,,12385,弹电子琴,false_collision,历史裁决（无简词版未收录）,弹电子琴首字应读 tán，不是 dàn
足,1571,zukk,1,1,足,56226,组块,,,retain_single,按发布候选顺序落实,
跨,1577,kxkz,1,1,跨,27123,夸口,,,retain_single,按发布候选顺序落实,
身,1580,ufqq,1,1,身,15066,深秋,,,retain_single,按发布候选顺序落实,
轨,1583,gvch,1,1,轨,50134,归藏,,,retain_single,按发布候选顺序落实,
轻,1588,qkcs,1,1,轻,16481,青葱,,,retain_single,按发布候选顺序落实,
辆,1591,llcd,1,1,辆,17219,凉菜 良才,,,retain_single,按发布候选顺序落实,
输,1594,uuce,1,1,输,32028,书册,,,retain_single,按发布候选顺序落实,
辛,1595,xbhh,1,1,辛,46582,新航,,,retain_single,按发布候选顺序落实,
达,1599,davo,1,1,达,51615,大桌,,,retain_single,按发布候选顺序落实,
近,1604,jbfo,1,1,近,48973,金佛,,,retain_single,按发布候选顺序落实,
迪,1614,diao,2,2,棣,36316,低凹 迪奥,,,retain_single,按发布候选顺序落实,
迫,1615,polo,1,1,迫,27600,破落 笸箩,,,retain_single,按发布候选顺序落实,
递,1628,dibo,1,1,递,36337,地波,,,retain_single,按发布候选顺序落实,
逛,1631,glho,1,1,逛,27084,光火,,,retain_single,按发布候选顺序落实,
遗,1638,yiwo,1,1,遗,41000,一窝,,,retain_single,按发布候选顺序落实,
部,1649,buhy,1,1,部,44102,不婚,,,retain_single,按发布候选顺序落实,
里,1662,liww,1,1,里,30012,立委,,,retain_single,按发布候选顺序落实,
铜,1673,tsnj,1,1,铜,25421,潼南 童男,,,retain_single,按发布候选顺序落实,
锅,1679,gond,1,1,锅,31067,果奶,,,retain_single,按发布候选顺序落实,
镇,1683,vfnv,1,1,镇,50876,贞女,,,retain_single,按发布候选顺序落实,
闻,1694,wflm,1,1,闻,39074,稳练 文联,7058,五福临门 瓦釜雷鸣,retain_single,按发布候选顺序落实,
阳,1697,yhya,1,1,阳,49255,养鸭,,,retain_single,按发布候选顺序落实,
阴,1698,ybyr,1,1,阴,10371,姻缘 因缘 音源 银元,,,retain_single,按发布候选顺序落实,
阵,1699,vfyc,1,1,阵,51808,真要,,,retain_single,按发布候选顺序落实,
阶,1700,jpyy,1,1,阶,45644,捷运,,,retain_single,按发布候选顺序落实,
阻,1701,zuyr,1,1,阻,10121,组员 阻援,,,retain_single,按发布候选顺序落实,
附,1704,fuyt,2,2,鲋,14676,赴约 负约,,,retain_single,按发布候选顺序落实,
陆,1706,lqyb,1,1,陆,33321,柳荫,,,retain_single,按发布候选顺序落实,
陆,1706,luyb,1,2,录音,3223,录音,,,resolved_by_short,已裁决,陆恢复 luy，录音优先
降,1709,xlyh,1,1,降,6634,像样 向阳 襄阳,17397,新老用户,retain_single,按发布候选顺序落实,
陶,1716,tcyb,1,1,陶,32626,套印,,,retain_single,按发布候选顺序落实,
陷,1717,xmyl,,,,,,3912,心明眼亮,retain_single,历史裁决（无简词版未收录）,仅撞较弱四字简词，保留陷
隐,1720,ybyv,,,,,,2327,言不由衷 言必有中,retain_single,历史裁决（无简词版未收录）,仅撞较弱四字简词，保留隐
隔,1721,geyh,1,1,隔,21887,各样,,,retain_single,按发布候选顺序落实,
雨,1726,yull,1,1,雨,17303,雨量 余粮 余量,13184,衣衫褴褛,retain_single,按发布候选顺序落实,
雪,1727,xtld,1,1,雪,54774,雪莱,,,retain_single,按发布候选顺序落实,
非,1737,fwxx,1,1,非,39436,飞侠,,,retain_single,按发布候选顺序落实,
韦,1742,wwee,1,1,韦,24694,巍峨,,,retain_single,按发布候选顺序落实,
顶,1746,dknq,1,1,顶,30434,顶牛,,,retain_single,按发布候选顺序落实,
飞,1760,fwzz,1,1,飞,43312,飞走,,,retain_single,按发布候选顺序落实,
饭,1763,fjgg,1,1,饭,33197,翻耕,,,retain_single,按发布候选顺序落实,
马,1772,mann,1,1,马,36043,马尿,,,retain_single,按发布候选顺序落实,
骗,1778,pmnq,3,3,骈,54756,犏牛,,,retain_single,按发布候选顺序落实,
高,1780,gckj,1,1,高,49163,高看,,,retain_single,按发布候选顺序落实,
鬼,1781,gvnn,1,1,鬼,38994,归鸟,,,retain_single,按发布候选顺序落实,
鱼,1785,yuyy,2,2,御,47607,余韵,7573,亦师亦友 莺声燕语,retain_single,按发布候选顺序落实,
鲁,1786,luya,1,1,鲁,34678,卤鸭,,,retain_single,按发布候选顺序落实,
鸡,1789,jigc,1,1,鸡,42419,极高,,,retain_single,按发布候选顺序落实,
黎,1795,lico,1,1,黎,30909,力挫,,,retain_single,按发布候选顺序落实,
丛,1804,csdr,1,1,丛,54536,葱段,,,retain_single,按发布候选顺序落实,
丫,1807,yavy,1,1,丫,58128,鸭肫,,,retain_single,按发布候选顺序落实,
乍,1808,vadr,1,1,乍,37520,炸断,,,retain_single,按发布候选顺序落实,
亨,1815,hgkx,1,1,亨,11848,横跨,,,retain_single,按发布候选顺序落实,
伶,1830,lkzv,1,1,伶,38949,领罪 零嘴,,,retain_single,按发布候选顺序落实,
佑,1836,yzzj,1,1,佑,58614,有赞,,,retain_single,按发布候选顺序落实,
佟,1837,tszd,1,1,佟,25455,同在,,,retain_single,按发布候选顺序落实,
俞,1855,yuee,2,3,余额,15737,余额,,,resolved_by_short,已裁决,俞取得 yue，余额优先
僻,1875,pizh,1,1,僻,19364,脾脏,,,retain_single,按发布候选顺序落实,
兮,1881,xivz,1,1,兮,23365,稀粥 西周,,,retain_single,按发布候选顺序落实,
兽,1882,uzvj,1,1,兽,49650,首站 首战,,,retain_single,按发布候选顺序落实,
冢,1886,vssy,1,1,冢,31723,重孙,,,retain_single,按发布候选顺序落实,
凹,1899,aoyr,1,1,凹,46181,澳元,,,retain_single,按发布候选顺序落实,
刁,1902,dnzr,1,1,刁,21151,刁钻,,,retain_single,按发布候选顺序落实,
删,1905,ujdo,1,1,删,35942,闪躲,,,retain_single,按发布候选顺序落实,
刨,1906,bclo,1,2,保罗,5190,保罗 剥落 包罗,,,word_first,已裁决,保罗／剥落等词优先；刨有三码次选
剁,1911,dodo,1,1,剁,8238,多多 朵朵,,,retain_single,按发布候选顺序落实,
削,1913,xtfo,1,1,削,50323,学佛,,,retain_single,按发布候选顺序落实,
剥,1917,bcdo,1,1,剥,5022,剥夺,,,retain_single,按发布候选顺序落实,
割,1919,geso,1,1,割,33382,各所,,,retain_single,按发布候选顺序落实,
劫,1924,jppk,2,2,劼,16001,截屏,,,retain_single,按发布候选顺序落实,
勉,1927,mmxk,1,1,勉,32748,免刑 面型,,,retain_single,按发布候选顺序落实,
勋,1928,xyjk,1,1,勋,10290,巡警,,,retain_single,按发布候选顺序落实,
勺,1932,ucld,1,1,勺,31362,少来 捎来,,,retain_single,按发布候选顺序落实,
勿,1934,wuxx,1,1,勿,10818,无暇 无瑕 武侠,,,retain_single,按发布候选顺序落实,
匀,1935,yylo,1,1,匀,19489,陨落,,,retain_single,按发布候选顺序落实,
匕,1938,bikz,1,1,匕,17461,闭口,,,retain_single,已裁决,匕的无理主码；bik 已由币占用，闭口压力不足
匣,1943,xxla,1,1,匣,28250,下拉,,,retain_single,按发布候选顺序落实,
匹,1945,piln,1,1,匹,31921,皮料 坯料,,,retain_single,按发布候选顺序落实,
卑,1947,bwlb,1,1,卑,25863,碑林,,,retain_single,按发布候选顺序落实,
卜,1951,boss,1,1,卜,21526,播送,,,retain_single,按发布候选顺序落实,
卤,1953,luse,1,1,卤,48184,卢瑟,,,retain_single,按发布候选顺序落实,
