汉字	最终规范拆分	编码首根	编码末根
摦	扌 ＋ 大 ＋ 二 ＋ 折 ＋ 瓜	扌	爫
撶	扌 ＋ 艹 ＋ 一 ＋ 龷 ＋ 十	扌	十
驊	一 ＋ 丨 ＋ 举字底 ＋ 折 ＋ 灬 ＋ 艹 ＋ 一 ＋ 龷 ＋ 十	横	十
學	撇 ＋ 卢字头 ＋ 一 ＋ 㐅 ＋ 㐅 ＋ 折 ＋ 二 ＋ 冖 ＋ 子	撇	子
畫	折 ＋ 丰 ＋ 一 ＋ 田 ＋ 一	折	横
繣	幺 ＋ 丶 ＋ 丶 ＋ 丶 ＋ 折 ＋ 丰 ＋ 一 ＋ 田 ＋ 一	纟	横
畵	折 ＋ 丰 ＋ 一 ＋ 田 ＋ 凵	折	匚
㚌	夕 ＋ 夕 ＋ 日 ＋ 木	夕	木
硴	石 ＋ 艹 ＋ 亻 ＋ 化字边	石	匕
㦊	忄 ＋ 艹 ＋ 一 ＋ 龷 ＋ 十	忄	十
夻	大 ＋ 口	大	口
䴳	十 ＋ 人 ＋ 人 ＋ 丿 ＋ 丶 ＋ 夂 ＋ 宀 ＋ 八	十	八
䱻	鱼省 ＋ 灬 ＋ 骨	鱼	骨
槬	木 ＋ 大 ＋ 二 ＋ 折 ＋ 瓜	木	爫
㮯	木 ＋ 囗 ＋ 豕	木	豕
杹	木 ＋ 亻 ＋ 化字边	木	匕
椛	木 ＋ 艹 ＋ 亻 ＋ 化字边	木	匕
樺	木 ＋ 艹 ＋ 一 ＋ 龷 ＋ 十	木	十
䋀	户 ＋ 糸	尸	纟
埖	土 ＋ 艹 ＋ 亻 ＋ 化字边	土	匕
䫟	口 ＋ 目 ＋ 八 ＋ 一 ＋ 自 ＋ 八	口	八
㖧	口 ＋ 氏 ＋ 日	口	日
㗃	口 ＋ 民 ＋ 日	口	日
諢	言 ＋ 冖 ＋ 一 ＋ 日 ＋ 十	讠	十
䛰	言 ＋ 日 ＋ 比字旁 ＋ 匕	讠	匕
焝	火 ＋ 氏 ＋ 日	火	日
䊐	米 ＋ 日 ＋ 比字旁 ＋ 匕	米	匕
涽	氵 ＋ 氏 ＋ 日	氵	日
湷	氵 ＋ 春字头 ＋ 日	氵	日
葷	艹 ＋ 冖 ＋ 一 ＋ 日 ＋ 十	艹	十
䅱	禾 ＋ 山 ＋ 一 ＋ 口 ＋ 丷 ＋ 一	禾	横
䅙	禾 ＋ 日 ＋ 比字旁 ＋ 匕	禾	匕
顐	冖 ＋ 一 ＋ 日 ＋ 十 ＋ 一 ＋ 自 ＋ 八	宀	八
餫	全字头 ＋ 丶 ＋ 即字旁 ＋ 冖 ＋ 一 ＋ 日 ＋ 十	人	十
鼲	臼 ＋ 折 ＋ 冬字底 ＋ 折 ＋ 冬字底 ＋ 折 ＋ 冖 ＋ 一 ＋ 日 ＋ 十	白	十
餛	全字头 ＋ 丶 ＋ 即字旁 ＋ 日 ＋ 比字旁 ＋ 匕	人	匕
䧰	阝 ＋ 鱼省 ＋ 灬 ＋ 撇 ＋ 糸	卩	纟
眃	目 ＋ 二 ＋ 厶	日	厶
睧	目 ＋ 氏 ＋ 日	日	日
䡣	一 ＋ 日 ＋ 十 ＋ 冖 ＋ 一 ＋ 日 ＋ 十	横	十
䮝	一 ＋ 丨 ＋ 举字底 ＋ 折 ＋ 灬 ＋ 冖 ＋ 一 ＋ 日 ＋ 十	横	十
㨡	扌 ＋ 囗 ＋ 豕	扌	豕
轋	一 ＋ 日 ＋ 十 ＋ 一 ＋ 日 ＋ 十 ＋ 辶	横	辶
掍	扌 ＋ 日 ＋ 比字旁 ＋ 匕	扌	匕
睯	民 ＋ 攵 ＋ 目	民	日
昬	民 ＋ 日	民	日
緡	幺 ＋ 丶 ＋ 丶 ＋ 丶 ＋ 民 ＋ 日	纟	日
繉	幺 ＋ 丶 ＋ 丶 ＋ 丶 ＋ 目 ＋ 冫 ＋ 冫 ＋ 儿	纟	儿
焄	争字底 ＋ 撇 ＋ 口 ＋ 灬	争字底	火
閽	见二 ＋ 二 ＋ 冂 ＋ 二 ＋ 氏 ＋ 日	匚	日
忶	忄 ＋ 二 ＋ 厶	忄	厶
惽	忄 ＋ 民 ＋ 日	忄	日
殙	歹 ＋ 氏 ＋ 日	夕	日
㥵	忄 ＋ 囗 ＋ 豕	忄	豕
㑮	亻 ＋ 冖 ＋ 一 ＋ 日 ＋ 十	亻	十
俒	亻 ＋ 宀 ＋ 一 ＋ 兀	亻	儿
倱	亻 ＋ 日 ＋ 比字旁 ＋ 匕	亻	匕
䎜	耂 ＋ 匕 ＋ 耂 ＋ 匕	耂	匕
觨	角 ＋ 工 ＋ 水	角	氵
䚠	角 ＋ 日 ＋ 比字旁 ＋ 匕	角	匕
棔	木 ＋ 氏 ＋ 日	木	日
慁	囗 ＋ 豕 ＋ 心	囗	忄
梱	木 ＋ 囗 ＋ 木	木	木
梡	木 ＋ 宀 ＋ 一 ＋ 兀	木	儿
䰟	二 ＋ 厶 ＋ 鬼	二	鬼
䐊	月 ＋ 日 ＋ 比字旁 ＋ 匕	月	匕
堚	土 ＋ 冖 ＋ 一 ＋ 日 ＋ 十	土	十
㖃	口 ＋ 反字框 ＋ 一 ＋ 口	口	口
㗋	口 ＋ ⺈ ＋ 厂 ＋ 矢	口	矢
帿	巾 ＋ 亻 ＋ 折 ＋ 一 ＋ 矢	巾	矢
䙈	衤 ＋ 亻 ＋ 折 ＋ 一 ＋ 矢	礻	矢
洉	氵 ＋ 反字框 ＋ 一 ＋ 口	氵	口
葔	艹 ＋ 亻 ＋ 折 ＋ 一 ＋ 矢	艹	矢
犼	犭 ＋ 子 ＋ 折	犭	折
㺅	犭 ＋ ⺈ ＋ 厂 ＋ 矢	犭	矢
䗔	虫 ＋ 亻 ＋ 折 ＋ 一 ＋ 矢	虫	矢
㸸	牜 ＋ 反字框 ＋ 一 ＋ 口	牛	口
銗	全字头 ＋ 金字底 ＋ 反字框 ＋ 一 ＋ 口	人	口
鍭	全字头 ＋ 金字底 ＋ 亻 ＋ 折 ＋ 一 ＋ 矢	人	矢
餱	全字头 ＋ 丶 ＋ 即字旁 ＋ 亻 ＋ 折 ＋ 一 ＋ 矢	人	矢
䞀	目 ＋ 八 ＋ 亻 ＋ 折 ＋ 一 ＋ 矢	日	矢
睺	目 ＋ 亻 ＋ 折 ＋ 一 ＋ 矢	日	矢
䂉	予 ＋ 丿 ＋ 亻 ＋ 折 ＋ 一 ＋ 矢	予	矢
㰯	一 ＋ 口 ＋ 丷 ＋ 一 ＋ ⺈ ＋ 人	横	人
後	彳 ＋ 幺 ＋ 夂	彳	又
鱟	撇 ＋ 卢字头 ＋ 一 ＋ 㐅 ＋ 㐅 ＋ 折 ＋ 二 ＋ 冖 ＋ 鱼省 ＋ 灬	撇	火
㫗	日 ＋ 子	日	子
㬋	日 ＋ 亻 ＋ 折 ＋ 一 ＋ 矢	日	矢
㤧	忄 ＋ 反字框 ＋ 一 ＋ 口	忄	口
䫛	亻 ＋ 折 ＋ 一 ＋ 矢 ＋ 一 ＋ 自 ＋ 八	亻	八
鄇	亻 ＋ 折 ＋ 一 ＋ 矢 ＋ 阝	亻	卩
鮜	鱼省 ＋ 灬 ＋ 反字框 ＋ 一 ＋ 口	鱼	口
矦	⺈ ＋ 厂 ＋ 矢	刀	矢
翭	习 ＋ 习 ＋ 亻 ＋ 折 ＋ 一 ＋ 矢	习	矢
鯸	鱼省 ＋ 灬 ＋ 亻 ＋ 折 ＋ 一 ＋ 矢	鱼	矢
翵	习 ＋ 习 ＋ 丿 ＋ 见二 ＋ 三 ＋ 折 ＋ 灬	习	火
豞	豕 ＋ 勹 ＋ 口	豕	口
㮢	木 ＋ 亻 ＋ 折 ＋ 一 ＋ 矢	木	矢
䳧	丿 ＋ 见二 ＋ 三 ＋ 折 ＋ 灬 ＋ 亻 ＋ 折 ＋ 一 ＋ 矢	撇	矢
腄	月 ＋ 千 ＋ 龷 ＋ 一	月	横
䞧	走 ＋ 反字框 ＋ 一 ＋ 口	足	口
㰻	士 ＋ 口 ＋ 丷 ＋ 一 ＋ ⺈ ＋ 人	土	人
嗏	口 ＋ 艹 ＋ 全字头 ＋ 一 ＋ 小	口	小
㛼	女 ＋ 千 ＋ 臼	女	白
䛽	言 ＋ 千 ＋ 臼	讠	白
奼	女 ＋ 撇 ＋ 七	女	匕
訍	言 ＋ 又 ＋ 丶	讠	点
㜘	女 ＋ 卜 ＋ 厂 ＋ 匕 ＋ 且	女	且
艖	舟 ＋ 差字头 ＋ 工	舟	工
褨	衤 ＋ 差字头 ＋ 工	礻	工
㲼	氵 ＋ 㐅	氵	交
㳗	氵 ＋ 又 ＋ 丶 ＋ 土	氵	土
䕓	艹 ＋ 宀 ＋ 祭字头 ＋ 示	艹	示
䓭	艹 ＋ 㐅 ＋ 一 ＋ 小 ＋ 刂	艹	刀
䒲	艹 ＋ 女 ＋ 撇 ＋ 七	艹	匕
芆	艹 ＋ 又 ＋ 丶	艹	点
䶪	止 ＋ 人 ＋ 人 ＋ 一 ＋ 人 ＋ 人 ＋ 凵 ＋ 十 ＋ 戈 ＋ 隹	止	隹
臿	千 ＋ 臼	干	白
䅊	禾 ＋ 广 ＋ 撇 ＋ 七	禾	匕
秅	禾 ＋ 撇 ＋ 七	禾	匕
銟	全字头 ＋ 金字底 ＋ 山 ＋ 巾	人	巾
鑔	全字头 ＋ 金字底 ＋ 宀 ＋ 祭字头 ＋ 示	人	示
鍤	全字头 ＋ 金字底 ＋ 千 ＋ 臼	人	白
餷	全字头 ＋ 丶 ＋ 即字旁 ＋ 木 ＋ 日 ＋ 一	人	横
䤩	全字头 ＋ 金字底 ＋ 宀 ＋ 撇 ＋ 七	人	匕
釵	全字头 ＋ 金字底 ＋ 又 ＋ 丶	人	点
靫	革 ＋ 又 ＋ 丶	廿	点
鎈	全字头 ＋ 金字底 ＋ 差字头 ＋ 工	人	工
鉏	全字头 ＋ 金字底 ＋ 且	人	且
㪯	文 ＋ 举字底	文	扌
䁟	目 ＋ 差字头 ＋ 工	日	工
㢉	广 ＋ 禾 ＋ 撇 ＋ 七	广	匕
㡸	广 ＋ 卧人 ＋ 卢字头 ＋ 一	广	横
㢒	广 ＋ 卜 ＋ 厂 ＋ 匕 ＋ 且	广	且
捈	扌 ＋ 全字头 ＋ 于 ＋ 八	扌	八
摖	扌 ＋ 祭字头 ＋ 示	扌	示
揷	扌 ＋ 千 ＋ 臼	扌	白
挿	扌 ＋ 撇 ＋ 一 ＋ 申	扌	田
扠	扌 ＋ 又 ＋ 丶	扌	点
扱	扌 ＋ 及	扌	及
䡨	差字头 ＋ 工 ＋ 一 ＋ 日 ＋ 十	美字头	十
紁	幺 ＋ 丶 ＋ 丶 ＋ 丶 ＋ 又 ＋ 丶	纟	点
詧	祭字头 ＋ 言	夕	讠
㣾	忄 ＋ 又 ＋ 丶	忄	点
偛	亻 ＋ 千 ＋ 臼	亻	白
䟕	足旁 ＋ 又 ＋ 丶	足	点
㮑	木 ＋ 千 ＋ 臼	木	白
㫅	方 ＋ 全字头 ＋ 一 ＋ 丌	方	儿
疀	巛 ＋ 田 ＋ 一 ＋ 肀 ＋ 一 ＋ 丿 ＋ 点	巛	点
肞	月 ＋ 又 ＋ 丶	月	点
劋	口 ＋ 口 ＋ 口 ＋ 木 ＋ 刂	口	刀
嘮	口 ＋ 火 ＋ 火 ＋ 冖 ＋ 力	口	力
䰫	鬼 ＋ 土 ＋ 土 ＋ 土 ＋ 兀	鬼	儿
䜈	言 ＋ 巛 ＋ 日 ＋ 木	讠	木
訬	言 ＋ 少三 ＋ 丿	讠	撇
謅	言 ＋ 勹 ＋ 凵 ＋ 丿 ＋ 勹 ＋ 凵 ＋ 丿	讠	撇
謿	言 ＋ 十 ＋ 日 ＋ 十 ＋ 月	讠	月
㶤	火 ＋ 夕	火	夕
煼	火 ＋ 勹 ＋ 凵 ＋ 丿 ＋ 勹 ＋ 凵 ＋ 丿	火	撇
粆	米 ＋ 少三 ＋ 丿	米	撇
欩	刀 ＋ 口 ＋ ⺈ ＋ 人	刀	人
漅	氵 ＋ 巛 ＋ 日 ＋ 木	氵	木
䄻	禾 ＋ 冫 ＋ 冫 ＋ 儿	禾	儿
窲	宀 ＋ 八 ＋ 米 ＋ 冬字底 ＋ 十	宀	十
鈔	全字头 ＋ 金字底 ＋ 少三 ＋ 丿	人	撇
䫿	风省 ＋ 撇 ＋ 虫 ＋ 刀 ＋ 口	几	口
眧	目 ＋ 刀 ＋ 口	日	口
䫸	风省 ＋ 撇 ＋ 虫 ＋ 刀	几	刀
巐	山 ＋ 享字头 ＋ 冂 ＋ 口 ＋ 日 ＋ 撇 ＋ 廾	山	艹
㷅	耳 ＋ 又 ＋ 火	耳	火
䮓	一 ＋ 丨 ＋ 举字底 ＋ 折 ＋ 灬 ＋ 卢字头 ＋ 日 ＋ 十	横	十
摷	扌 ＋ 巛 ＋ 日 ＋ 木	扌	木
焣	耳 ＋ 又 ＋ 灬	耳	火
轈	一 ＋ 日 ＋ 十 ＋ 巛 ＋ 日 ＋ 木	横	木
紹	幺 ＋ 丶 ＋ 丶 ＋ 丶 ＋ 刀 ＋ 口	纟	口
綽	幺 ＋ 丶 ＋ 丶 ＋ 丶 ＋ 卢字头 ＋ 日 ＋ 十	纟	十
罺	罒 ＋ 巛 ＋ 日 ＋ 木	皿	木
鼌	日 ＋ 一 ＋ 口 ＋ 电	日	田
鼂	日 ＋ 一 ＋ 见二 ＋ 一 ＋ 一 ＋ 丨 ＋ 折 ＋ 一 ＋ 卢字头 ＋ 一 ＋ 彐	日	争字底
㥮	忄 ＋ 勹 ＋ 凵 ＋ 丿 ＋ 勹 ＋ 凵 ＋ 丿	忄	撇
仦	亻 ＋ 小	亻	小
仯	亻 ＋ 少三 ＋ 丿	亻	撇
牊	片 ＋ 刀 ＋ 口	片	口
䎐	十 ＋ 日 ＋ 十 ＋ 习 ＋ 习	十	习
巣	丶 ＋ 丷 ＋ 日 ＋ 木	点	木
麨	十 ＋ 人 ＋ 人 ＋ 丿 ＋ 丶 ＋ 夂 ＋ 少三 ＋ 丿	十	撇
䲃	鱼省 ＋ 灬 ＋ 巛 ＋ 日 ＋ 木	鱼	木
觘	角 ＋ 少三 ＋ 丿	角	撇
樔	木 ＋ 巛 ＋ 日 ＋ 木	木	木
勦	巛 ＋ 日 ＋ 木 ＋ 力	巛	力
鄛	巛 ＋ 日 ＋ 木 ＋ 阝	巛	卩
䏚	月 ＋ 少三 ＋ 丿	月	撇
趫	走 ＋ 撇 ＋ 大 ＋ 口 ＋ 冂 ＋ 口	足	口
趠	走 ＋ 卢字头 ＋ 日 ＋ 十	足	十
䟁	走 ＋ 巛 ＋ 日 ＋ 木	足	木
囆	口 ＋ 艹 ＋ 日 ＋ 禺字底 ＋ 虫	口	虫
喍	口 ＋ 止 ＋ 匕 ＋ 木	口	木
䘍	艹 ＋ 日 ＋ 禺字底 ＋ 虫 ＋ 虫	艹	虫
蠆	艹 ＋ 日 ＋ 禺字底 ＋ 虫	艹	虫
䓱	艹 ＋ 止 ＋ 匕 ＋ 木	艹	木
祡	止 ＋ 匕 ＋ 示	止	示
犲	犭 ＋ 才	犭	寸
齜	止 ＋ 人 ＋ 人 ＋ 一 ＋ 人 ＋ 人 ＋ 凵 ＋ 止 ＋ 匕	止	匕
㾹	疒 ＋ 止 ＋ 匕 ＋ 木	广	木
㼮	横 ＋ 肀 ＋ 女 ＋ 瓦	横	瓦
袃	七 ＋ 刀 ＋ 衣	匕	衣
㑪	亻 ＋ 文 ＋ 乔字底 ＋ 二	亻	二
儕	亻 ＋ 亠 ＋ 丷 ＋ 丨 ＋ 刀 ＋ 撇 ＋ 折 ＋ 丶 ＋ 乔字底 ＋ 二	亻	二
呫	口 ＋ 卢字头 ＋ 口	口	口
喢	口 ＋ 千 ＋ 臼	口	白
唓	口 ＋ 一 ＋ 日 ＋ 十	口	十
䛸	言 ＋ 广 ＋ 卢字头 ＋ 口	讠	口
䜠	言 ＋ 斤 ＋ 斤 ＋ 目 ＋ 八	讠	八
謵	言 ＋ 习 ＋ 习 ＋ 白	讠	白
爡	火 ＋ 艹 ＋ 日 ＋ 禺字底 ＋ 虫	火	虫
䒆	舟 ＋ 亠 ＋ 厶 ＋ 青字底 ＋ 攵	舟	又
烢	火 ＋ 宀 ＋ 撇 ＋ 七	火	匕
䊞	米 ＋ 啇	米	商
㳧	氵 ＋ 耳 ＋ 折	氵	折
㵔	氵 ＋ 大 ＋ 耂 ＋ 日	氵	日
莗	艹 ＋ 一 ＋ 日 ＋ 十	艹	十
㾝	疒 ＋ 一 ＋ 日 ＋ 十	广	十
蛼	虫 ＋ 一 ＋ 日 ＋ 十	虫	十
䧪	阝 ＋ 广 ＋ 左字框 ＋ 人 ＋ 人 ＋ 丶 ＋ 女	卩	女
瞮	目 ＋ 亠 ＋ 厶 ＋ 青字底 ＋ 攵	日	又
㿭	斥 ＋ 皮	斤	皮
頙	一 ＋ 止 ＋ 一 ＋ 自 ＋ 八	横	八
揊	扌 ＋ 一 ＋ 口 ＋ 田	扌	田
烲	扌 ＋ 斤 ＋ 火	扌	火
㱌	耳 ＋ 耳 ＋ 耳 ＋ ⺈ ＋ 人	耳	人
㨋	扌 ＋ 耂 ＋ 日	扌	日
撦	扌 ＋ 大 ＋ 耂 ＋ 日	扌	日
硩	扌 ＋ 斤 ＋ 石	扌	石
聅	耳 ＋ 矢	耳	矢
車	一 ＋ 日 ＋ 十	横	十
勶	彳 ＋ 亠 ＋ 厶 ＋ 青字底 ＋ 攵 ＋ 力	彳	力
䋲	幺 ＋ 丶 ＋ 丶 ＋ 丶 ＋ 口 ＋ 电	纟	田
徹	彳 ＋ 亠 ＋ 厶 ＋ 青字底 ＋ 攵	彳	又
迠	卢字头 ＋ 口 ＋ 辶	卜	辶
㥉	忄 ＋ 立 ＋ 口	忄	口
硨	石 ＋ 一 ＋ 日 ＋ 十	石	十
伡	亻 ＋ 车	亻	车
偖	亻 ＋ 耂 ＋ 日	亻	日
俥	亻 ＋ 一 ＋ 日 ＋ 十	亻	十
㒤	亻 ＋ 耳 ＋ 耳 ＋ 耳	亻	耳
䚢	角 ＋ 廿 ＋ 折 ＋ 木	角	木
㔭	匕 ＋ 日 ＋ 定字底	匕	定字底
摰	土 ＋ 八 ＋ 土 ＋ 丸 ＋ 手	土	扌
䞣	走 ＋ 斥	足	斤
㕴	口 ＋ 冖 ＋ 几	口	几
嚫	口 ＋ 立 ＋ 一 ＋ 小 ＋ 目 ＋ 儿	口	儿
謓	言 ＋ 十 ＋ 具字头 ＋ 八	讠	八
䜟	言 ＋ 十 ＋ 戈 ＋ 非 ＋ 一	讠	横
讖	言 ＋ 人 ＋ 人 ＋ 戈 ＋ 非 ＋ 一	讠	横
諶	言 ＋ 其字头 ＋ 八 ＋ 折	讠	折
諃	言 ＋ 木 ＋ 木	讠	木
訦	言 ＋ 冖 ＋ 儿	讠	儿
䑣	舟 ＋ 彡	舟	彡
䫖	其字头 ＋ 八 ＋ 折 ＋ 一 ＋ 自 ＋ 八	廿	八
夦	其字头 ＋ 八 ＋ 折 ＋ 夕 ＋ 夕	廿	夕
襯	衤 ＋ 立 ＋ 一 ＋ 小 ＋ 目 ＋ 儿	礻	儿
瀋	氵 ＋ 宀 ＋ 釆 ＋ 田	氵	田
㴴	氵 ＋ 火 ＋ 折 ＋ 火 ＋ 折	氵	折
蔯	艹 ＋ 阝 ＋ 一 ＋ 申 ＋ 丿 ＋ 丶	艹	点
茞	艹 ＋ 臣	艹	臣
莀	艹 ＋ 厂 ＋ 一 ＋ 畏字底带横	艹	定字底
䒞	艹 ＋ 冖 ＋ 儿	艹	儿
莐	艹 ＋ 氵 ＋ 冖 ＋ 儿	艹	儿
薼	艹 ＋ 鹿 ＋ 土	艹	土
齓	止 ＋ 人 ＋ 人 ＋ 一 ＋ 人 ＋ 人 ＋ 凵 ＋ 折	止	折
齔	止 ＋ 人 ＋ 人 ＋ 一 ＋ 人 ＋ 人 ＋ 凵 ＋ 化字边	止	匕
稱	禾 ＋ 爫 ＋ 冂 ＋ 土	禾	土
瘎	疒 ＋ 其字头 ＋ 八 ＋ 折	广	折
䆣	宀 ＋ 八 ＋ 厂 ＋ 一 ＋ 畏字底带横	宀	定字底
㽸	疒 ＋ 冖 ＋ 儿	广	儿
㧱	全字头 ＋ 一 ＋ 口 ＋ 手	人	扌
䤟	全字头 ＋ 金字底 ＋ 冖 ＋ 几	人	几
鍖	全字头 ＋ 金字底 ＋ 其字头 ＋ 八 ＋ 折	人	折
䢅	臼 ＋ 厂 ＋ 一 ＋ 畏字底带横	白	定字底
鈂	全字头 ＋ 金字底 ＋ 冖 ＋ 儿	人	儿
螴	阝 ＋ 一 ＋ 申 ＋ 丿 ＋ 丶 ＋ 虫	卩	虫
陳	阝 ＋ 一 ＋ 申 ＋ 丿 ＋ 丶	卩	点
贂	目 ＋ 八 ＋ 厶 ＋ 厶 ＋ 厶 ＋ 全字头 ＋ 彡	日	彡
䀼	目 ＋ 厂 ＋ 一 ＋ 畏字底带横	日	定字底
賝	目 ＋ 八 ＋ 冖 ＋ 八 ＋ 木	日	木
䞋	目 ＋ 八 ＋ 立 ＋ 一 ＋ 小 ＋ 目 ＋ 儿	日	儿
㲀	厂 ＋ 一 ＋ 畏字底带横 ＋ 殳	广	殳
敐	厂 ＋ 一 ＋ 畏字底带横 ＋ 攵	广	又
䣅	厂 ＋ 一 ＋ 畏字底带横 ＋ 阝	广	卩
㫳	厂 ＋ 一 ＋ 畏字底带横 ＋ 日	广	日
麎	鹿 ＋ 厂 ＋ 一 ＋ 畏字底带横	鹿	定字底
塵	鹿 ＋ 土	鹿	土
捵	扌 ＋ 见二 ＋ 龷 ＋ 八	扌	八
軙	一 ＋ 日 ＋ 十 ＋ 卢字头 ＋ 又	横	又
揨	扌 ＋ 享字头 ＋ 冖 ＋ 丁	扌	寸
縝	幺 ＋ 丶 ＋ 丶 ＋ 丶 ＋ 十 ＋ 具字头 ＋ 八	纟	八
醦	酉 ＋ 厶 ＋ 厶 ＋ 厶 ＋ 全字头 ＋ 彡	西	彡
綝	幺 ＋ 丶 ＋ 丶 ＋ 丶 ＋ 木 ＋ 木	纟	木
曟	日 ＋ 日 ＋ 日 ＋ 厂 ＋ 一 ＋ 畏字底带横	日	定字底
闖	见二 ＋ 二 ＋ 冂 ＋ 二 ＋ 一 ＋ 丨 ＋ 举字底 ＋ 折 ＋ 灬	匚	火
鷐	日 ＋ 厂 ＋ 一 ＋ 畏字底带横 ＋ 丿 ＋ 见二 ＋ 三 ＋ 折 ＋ 灬	日	火
迧	申 ＋ 辶	田	辶
䢻	臣 ＋ 阝	臣	卩
侲	亻 ＋ 厂 ＋ 一 ＋ 畏字底带横	亻	定字底
儭	亻 ＋ 立 ＋ 一 ＋ 小 ＋ 目 ＋ 儿	亻	儿
䟢	足旁 ＋ ⺈ ＋ 小	足	小
趻	足旁 ＋ 今	足	今
跈	足旁 ＋ 全字头 ＋ 彡	足	彡
踸	足旁 ＋ 其字头 ＋ 八 ＋ 折	足	折
㥲	十 ＋ 具字头 ＋ 八 ＋ 心	十	忄
霃	雨头 ＋ 氵 ＋ 冖 ＋ 儿	雨	儿
樄	木 ＋ 阝 ＋ 一 ＋ 申 ＋ 丿 ＋ 丶	木	点
桭	木 ＋ 厂 ＋ 一 ＋ 畏字底带横	木	定字底
棧	木 ＋ 戈 ＋ 戈	木	戈
䠳	身 ＋ 出	向	山
䐜	月 ＋ 十 ＋ 具字头 ＋ 八	月	八
肜	月 ＋ 彡	月	彡
䏹	月 ＋ 目 ＋ 儿	月	儿
趂	走 ＋ ⺈ ＋ 小	足	小
墋	土 ＋ 厶 ＋ 厶 ＋ 厶 ＋ 全字头 ＋ 彡	土	彡
嗆	口 ＋ 全字头 ＋ 丶 ＋ 尸 ＋ 一 ＋ 口	口	口
䟫	尚字头 ＋ 冖 ＋ 足	小	足
娍	女 ＋ 戊 ＋ 折	女	折
誠	言 ＋ 戊 ＋ 折	讠	折
㛵	女 ＋ 爫 ＋ 冂 ＋ 土	女	土
畻	田 ＋ 龹 ＋ 土	田	土
罉	缶 ＋ 尚头 ＋ 手	击	扌
筬	竹头 ＋ 戊 ＋ 折	竹	折
䇸	竹头 ＋ 口 ＋ 王	竹	王
浾	氵 ＋ 土 ＋ 亦字底	氵	变字头
湞	氵 ＋ 卢字头 ＋ 目 ＋ 八	氵	八
泟	氵 ＋ 一 ＋ 止	氵	止
溗	氵 ＋ 禾 ＋ 北字旁 ＋ 匕	氵	匕
瀓	氵 ＋ 彳 ＋ 山 ＋ 一 ＋ 王 ＋ 攵	氵	又
洆	氵 ＋ 折 ＋ 水 ＋ 一	氵	横
淨	氵 ＋ 爫 ＋ 争字底	氵	争字底
浧	氵 ＋ 口 ＋ 王	氵	王
荿	艹 ＋ 戊 ＋ 折	艹	折
䕝	艹 ＋ 禾 ＋ 爫 ＋ 冂 ＋ 土	艹	土
㲂	尚字头 ＋ 冖 ＋ 口 ＋ 殳	小	殳
䆑	宀 ＋ 八 ＋ 丁	宀	寸
䆵	宀 ＋ 八 ＋ 丷 ＋ 囗 ＋ 尚字头 ＋ 日	宀	日
窚	宀 ＋ 八 ＋ 戊 ＋ 折	宀	折
竀	宀 ＋ 八 ＋ 一 ＋ 止 ＋ 目 ＋ 儿	宀	儿
䗀	虫 ＋ 土 ＋ 八 ＋ 夂	虫	又
蟶	虫 ＋ 耳 ＋ 口 ＋ 王	虫	王
鎗	全字头 ＋ 金字底 ＋ 全字头 ＋ 丶 ＋ 尸 ＋ 一 ＋ 口	人	口
鐣	全字头 ＋ 金字底 ＋ 尚头 ＋ 手	人	扌
鏳	全字头 ＋ 金字底 ＋ 丷 ＋ 囗 ＋ 尚字头 ＋ 日	人	日
鋮	全字头 ＋ 金字底 ＋ 戊 ＋ 折	人	折
椉	亠 ＋ 夕 ＋ 降下角 ＋ 木	亠	木
鏿	全字头 ＋ 金字底 ＋ 尚头 ＋ 木	人	木
饓	全字头 ＋ 丶 ＋ 即字旁 ＋ 尚头 ＋ 木	人	木
阷	阝 ＋ 一 ＋ 止	卩	止
睖	目 ＋ 土 ＋ 八 ＋ 夂	日	又
䁎	目 ＋ 享字头 ＋ 冖 ＋ 丁	日	寸
䧕	阝 ＋ 戈 ＋ 口 ＋ 一	卩	横
矃	目 ＋ 宀 ＋ 心 ＋ 皿 ＋ 丁	日	寸
睈	目 ＋ 口 ＋ 王	日	王
䫆	戊 ＋ 折 ＋ 一 ＋ 自 ＋ 八	戈	八
郕	戊 ＋ 折 ＋ 阝	戈	卩
㼩	戊 ＋ 折 ＋ 瓦	戈	瓦
峸	山 ＋ 戊 ＋ 折	山	折
搶	扌 ＋ 全字头 ＋ 丶 ＋ 尸 ＋ 一 ＋ 口	扌	口
騬	一 ＋ 丨 ＋ 举字底 ＋ 折 ＋ 灬 ＋ 禾 ＋ 北字旁 ＋ 匕	横	匕
撜	扌 ＋ 登字头 ＋ 一 ＋ 口 ＋ 丷 ＋ 一	扌	横
騁	一 ＋ 丨 ＋ 举字底 ＋ 折 ＋ 灬 ＋ 由 ＋ 一 ＋ 折	横	折
掁	扌 ＋ 一 ＋ 卢字头 ＋ 二 ＋ 折 ＋ 撇 ＋ 丶	扌	点
䮪	一 ＋ 丨 ＋ 举字底 ＋ 折 ＋ 灬 ＋ 夕 ＋ 降下角 ＋ 木	横	木
撐	扌 ＋ 尚头 ＋ 牙	扌	牙
挰	扌 ＋ 口 ＋ 王	扌	王
摚	扌 ＋ 尚头 ＋ 土	扌	土
緽	幺 ＋ 丶 ＋ 丶 ＋ 丶 ＋ 卢字头 ＋ 目 ＋ 八	纟	八
