汉字	原始总频	已分配频率	待分配频率
藓	26	25	1
藕	19	19	0
藜	4	2	2
藟	0	0	0
藠	0	0	0
藤	660	648	12
藦	0	0	0
藨	0	0	0
藩	70	67	3
藻	135	135	0
藿	13	13	0
蘅	0	0	0
蘑	239	239	0
蘖	1	1	0
蘘	0	0	0
蘧	0	0	0
蘩	1	1	0
蘸	73	73	0
蘼	0	0	0
虎	1745	1718	27
虏	213	213	0
虐	954	755	199
虑	7270	7191	79
虒	0	0	0
虓	0	0	0
虔	267	267	0
虚	2371	2370	1
虞	14	14	0
虢	0	0	0
虤	0	0	0
虫	3228	3222	6
虬	3	3	0
虮	0	0	0
虱	181	181	0
虷	0	0	0
虸	0	0	0
虹	329	321	8
虺	0	0	0
虻	0	0	0
虼	0	0	0
虽	5507	5507	0
虾	745	730	15
虿	0	0	0
蚀	276	276	0
蚁	520	520	0
蚂	286	286	0
蚄	0	0	0
蚆	0	0	0
蚊	192	192	0
蚋	1	1	0
蚌	32	3	29
蚍	1	1	0
蚓	34	34	0
蚕	73	73	0
蚜	22	22	0
蚝	16	13	3
蚣	16	16	0
蚤	128	128	0
蚧	0	0	0
蚨	0	0	0
蚩	1	1	0
蚪	38	38	0
蚬	0	0	0
蚯	34	34	0
蚰	0	0	0
蚱	57	57	0
蚲	0	0	0
蚴	1	1	0
蚶	3	3	0
蚺	0	0	0
蛀	52	52	0
蛃	1	0	1
蛄	0	0	0
蛆	86	86	0
蛇	1676	1673	3
蛉	0	0	0
蛊	59	58	1
蛋	19135	19134	1
蛎	90	90	0
蛏	0	0	0
蛐	8	8	0
蛑	0	0	0
蛔	15	15	0
蛘	0	0	0
蛙	442	442	0
蛛	930	926	4
蛞	0	0	0
蛟	5	5	0
蛤	200	137	63
蛩	0	0	0
蛭	87	87	0
蛮	1188	1188	0
蛰	44	41	3
蛱	0	0	0
蛲	3	3	0
蛳	3	3	0
蛴	0	0	0
蛸	0	0	0
蛹	12	12	0
蛾	72	67	5
蜀	29	29	0
蜂	1413	1413	0
蜃	11	11	0
蜇	62	62	0
蜈	16	16	0
蜉	18	18	0
蜊	55	55	0
蜍	51	51	0
蜎	0	0	0
蜐	0	0	0
蜒	16	16	0
蜓	67	67	0
蜕	49	49	0
蜗	81	81	0
蜘	769	765	4
蜚	74	74	0
蜜	2405	2404	1
蜞	0	0	0
蜡	857	831	26
蜢	22	22	0
蜣	2	2	0
蜥	207	207	0
蜩	0	0	0
蜮	1	1	0
蜱	6	6	0
蜴	182	182	0
蜷	68	68	0
蜻	68	68	0
蜾	0	0	0
蜿	16	16	0
蝇	391	385	6
蝈	2	2	0
蝉	41	41	0
蝌	38	38	0
蝎	131	131	0
蝓	0	0	0
蝗	34	34	0
蝘	0	0	0
蝙	451	451	0
蝠	449	449	0
蝣	17	17	0
蝤	0	0	0
蝥	0	0	0
蝮	3	3	0
蝰	4	4	0
蝲	0	0	0
蝴	446	446	0
蝶	496	496	0
蝻	5	5	0
蝼	7	7	0
蝽	0	0	0
蝾	15	15	0
螂	281	281	0
螃	204	204	0
螅	3	3	0
螈	15	15	0
螋	0	0	0
融	1507	1503	4
螗	0	0	0
螟	0	0	0
螠	0	0	0
螣	0	0	0
螨	21	21	0
螫	10	10	0
螬	0	0	0
螭	0	0	0
螯	19	19	0
螱	0	0	0
螳	52	52	0
螵	0	0	0
螺	540	540	0
螽	0	0	0
蟀	62	62	0
蟆	82	82	0
蟊	4	4	0
蟋	62	62	0
蟏	0	0	0
蟑	231	231	0
蟒	57	57	0
蟛	0	0	0
蟠	27	27	0
蟥	2	2	0
蟪	0	0	0
蟫	0	0	0
蟮	0	0	0
蟹	379	379	0
蟾	53	53	0
蠃	0	0	0
蠊	0	0	0
蠋	0	0	0
蠓	1	1	0
蠕	72	72	0
蠖	2	2	0
蠡	0	0	0
蠢	6273	6273	0
蠲	0	0	0
蠹	5	5	0
蠼	0	0	0
血	14874	9441	5433
衃	0	0	0
衄	0	0	0
衅	181	181	0
行	73109	72298	811
衍	167	167	0
衎	0	0	0
衒	0	0	0
衔	401	401	0
街	8599	8599	0
衙	21	21	0
衠	0	0	0
衡	994	994	0
衢	0	0	0
衣	14941	14842	99
补	3604	3583	21
表	31395	31283	112
衩	34	34	0
衫	1429	1405	24
衬	1392	1392	0
衮	0	0	0
衰	811	766	45
衲	0	0	0
衷	662	662	0
衽	0	0	0
衾	0	0	0
衿	1	1	0
袁	2	2	0
袂	6	6	0
袄	5	5	0
袅	5	5	0
袆	0	0	0
袈	2	2	0
袋	5787	5761	26
袍	454	454	0
袒	107	107	0
袖	1162	1162	0
袗	0	0	0
袜	912	912	0
袢	0	0	0
袤	19	19	0
袪	0	0	0
被	70119	70114	5
袭	3233	3233	0
袯	0	0	0
袱	160	160	0
袷	0	0	0
袼	0	0	0
裁	1972	1971	1
裂	2049	2049	0
装	17634	17627	7
裆	131	131	0
裈	0	0	0
裉	0	0	0
裎	1	1	0
裒	0	0	0
裔	448	446	2
裕	236	236	0
裘	153	146	7
裙	1782	1782	0
裛	0	0	0
裟	0	0	0
裢	2	2	0
裣	0	0	0
裤	4360	4349	11
裥	1	1	0
裨	7	7	0
裰	0	0	0
裱	38	38	0
裳	50	19	31
裴	132	119	13
裸	1513	1513	0
裹	869	869	0
裼	0	0	0
裾	0	0	0
褂	36	5	31
褊	0	0	0
褐	253	236	17
褒	73	73	0
褓	11	11	0
褕	0	0	0
褙	0	0	0
褚	0	0	0
褛	14	14	0
褟	0	0	0
褡	5	5	0
褥	34	34	0
褪	125	67	58
褫	0	0	0
褯	0	0	0
褰	0	0	0
褴	14	14	0
褶	117	117	0
襁	11	11	0
襄	7	7	0
襕	0	0	0
襚	0	0	0
襜	0	0	0
襞	0	0	0
襟	39	39	0
襦	0	0	0
襫	0	0	0
襻	0	0	0
西	59024	57139	1885
要	355730	355699	31
覃	1	0	1
覆	786	785	1
见	85724	85628	96
观	8971	8967	4
觃	0	0	0
规	7030	7015	15
觅	177	177	0
视	15581	15563	18
觇	0	0	0
览	665	663	2
觉	81155	81141	14
觊	60	60	0
觋	0	0	0
觌	0	0	0
觎	59	59	0
觏	0	0	0
觐	11	9	2
觑	14	14	0
角	8735	8629	106
觖	0	0	0
觚	0	0	0
觜	0	0	0
觞	0	0	0
觟	0	0	0
解	36622	36436	186
觥	3	3	0
触	3274	3269	5
觫	0	0	0
觭	0	0	0
觯	0	0	0
觱	0	0	0
觳	0	0	0
觿	0	0	0
言	13176	13150	26
訄	0	0	0
訇	8	8	0
訚	0	0	0
訾	0	0	0
詈	0	0	0
詟	0	0	0
詹	1881	1486	395
誉	1464	1461	3
誊	10	10	0
誓	4929	4929	0
謇	0	0	0
警	32561	32554	7
譬	62	52	10
计	34589	34426	163
订	2705	2701	4
讣	103	103	0
认	54322	54322	0
讥	59	59	0
讦	1	1	0
讧	39	39	0
讨	10153	10149	4
让	125114	124945	169
讪	199	199	0
讫	4	4	0
训	5113	5112	1
议	14943	14915	28
讯	2550	2547	3
记	39009	38971	38
讱	0	0	0
讲	11383	11383	0
讳	90	90	0
讴	12	12	0
讵	0	0	0
讶	1674	1671	3
讷	29	29	0
许	44190	44169	21
讹	23	23	0
论	15732	15714	18
讻	0	0	0
讼	705	704	1
讽	873	872	1
设	9056	9052	4
访	3050	3050	0
诀	275	275	0
证	30165	30010	155
诂	0	0	0
诃	34	14	20
评	6455	6455	0
诅	934	934	0
识	20878	20847	31
诇	0	0	0
诈	957	957	0
诉	65753	65752	1
诊	2337	2337	0
诋	90	90	0
诌	21	21	0
词	7179	7141	38
诎	0	0	0
诏	5	5	0
诐	0	0	0
译	258	256	2
诒	0	0	0
诓	10	10	0
诔	0	0	0
试	26846	26845	1
诖	0	0	0
诗	1734	1726	8
诘	17	14	3
诙	27	27	0
诚	3704	3677	27
诛	14	14	0
诜	0	0	0
话	99879	99778	101
诞	5446	5423	23
诟	3	3	0
诠	155	155	0
诡	869	868	1
询	1432	1429	3
诣	25	22	3
诤	2	2	0
该	80641	80624	17
详	1172	1172	0
诧	41	41	0
诨	11	11	0
诩	19	19	0
诫	159	159	0
诬	130	130	0
语	10813	10811	2
诮	0	0	0
误	7098	7090	8
诰	1	1	0
诱	1731	1731	0
诲	51	51	0
诳	2	2	0
说	281841	279995	1846
诵	158	155	3
请	39590	39586	4
诸	954	941	13
诹	4	4	0
诺	7141	5943	1198
读	7140	6780	360
诼	0	0	0
诽	166	166	0
课	5285	5232	53
诿	11	11	0
谀	34	34	0
谁	52867	44	52823
谂	0	0	0
调	14539	11321	3218
谄	15	15	0
谅	3654	3654	0
谆	14	14	0
谇	0	0	0
谈	35703	35700	3
谊	944	944	0
谋	7434	7415	19
谌	0	0	0
谍	1336	1335	1
谎	8145	8144	1
谏	1	1	0
谐	430	429	1
谑	16	16	0
谒	4	4	0
谓	2865	2864	1
谔	0	0	0
谕	116	116	0
谖	0	0	0
谗	6	6	0
谙	28	28	0
谚	97	97	0
谛	89	89	0
谜	809	802	7
谝	0	0	0
谞	0	0	0
谟	21	11	10
谠	0	0	0
谡	0	0	0
谢	120668	120500	168
谣	685	685	0
谤	179	179	0
谥	2	2	0
谦	399	399	0
谧	21	21	0
谨	766	766	0
谩	19	19	0
谪	1	1	0
谫	0	0	0
谬	1010	1010	0
谭	232	228	4
谮	0	0	0
谯	0	0	0
谰	0	0	0
谱	890	882	8
谲	0	0	0
谳	0	0	0
谴	255	255	0
谵	1	1	0
谶	1	1	0
谷	1867	1752	115
谼	0	0	0
谿	0	0	0
豁	1663	1663	0
豆	2056	2053	3
豇	0	0	0
豉	5	5	0
豌	104	104	0
豕	0	0	0
豚	335	335	0
象	17007	17000	7
豢	4	4	0
豨	0	0	0
豪	2507	2438	69
豫	637	637	0
豮	0	0	0
豳	0	0	0
豸	1	1	0
豹	501	501	0
豺	62	62	0
貂	112	110	2
貅	0	0	0
貆	0	0	0
貉	12	0	12
貊	0	0	0
貌	1933	1933	0
貔	0	0	0
貘	4	4	0
贝	17592	16092	1500
贞	630	624	6
负	7980	7975	5
贡	664	647	17
财	3305	3257	48
责	10100	10098	2
贤	594	562	32
败	6464	6421	43
账	1953	1953	0
货	5929	5826	103
质	5832	5823	9
贩	1470	1470	0
贪	727	724	3
贫	873	873	0
贬	196	196	0
购	2018	2014	4
贮	75	75	0
贯	486	485	1
贰	2	2	0
贱	1849	1848	1
贲	8	8	0
贳	0	0	0
贴	2216	2216	0
贵	3682	3673	9
贶	0	0	0
贷	747	743	4
贸	383	382	1
费	12017	11630	387
贺	2097	2070	27
贻	7	7	0
贼	1066	1041	25
贽	0	0	0
贾	1117	36	1081
贿	599	599	0
赀	0	0	0
赁	71	71	0
赂	431	431	0
赃	298	296	2
资	7880	7880	0
赅	10	10	0
赆	0	0	0
赇	0	0	0
赈	1	1	0
赉	0	0	0
赊	35	33	2
赋	1481	1480	1
赌	5398	5398	0
赍	0	0	0
赎	798	796	2
赏	2465	2464	1
赐	977	977	0
赑	0	0	0
赒	0	0	0
赓	3	1	2
赔	1017	1015	2
赕	0	0	0
赖	2485	2339	146
赗	0	0	0
赘	98	98	0
赙	0	0	0
赚	2694	2694	0
赛	20455	20171	284
赜	0	0	0
赝	98	98	0
赞	3073	3060	13
赟	0	0	0
赠	778	778	0
赡	119	119	0
赢	11052	11052	0
赣	0	0	0
赤	694	691	3
赦	425	425	0
赧	1	1	0
赪	0	0	0
赫	1731	1449	282
赭	3	2	1
走	82765	82418	347
赳	8	8	0
赴	535	535	0
赵	128	119	9
赶	9252	9252	0
起	127575	127536	39
趁	992	992	0
趄	1	1	0
超	11589	11574	15
越	12031	12019	12
趋	198	198	0
趑	0	0	0
趔	1	1	0
趟	1519	1519	0
趣	11378	11378	0
趯	0	0	0
趱	0	0	0
足	8917	8908	9
趴	1739	1739	0
趵	0	0	0
趸	19	19	0
趺	0	0	0
趼	0	0	0
趾	560	470	90
趿	0	0	0
跂	0	0	0
跃	962	961	1
跄	19	19	0
跆	136	136	0
跋	91	91	0
跌	634	634	0
跎	3	3	0
跏	0	0	0
跐	5	0	5
跑	15495	15495	0
跖	4	4	0
跗	2	2	0
跚	25	25	0
跛	80	80	0
距	1821	1821	0
跞	0	0	0
跟	67347	67292	55
跣	0	0	0
跤	416	416	0
跨	642	642	0
跪	783	783	0
跬	1	1	0
路	23462	23155	307
跱	0	0	0
跳	14132	14132	0
践	276	276	0
跶	9	0	9
跷	213	212	1
跸	0	0	0
跹	0	0	0
跺	50	50	0
跻	30	30	0
跽	0	0	0
踅	0	0	0
踉	19	19	0
踊	2	2	0
踌	28	28	0
踏	1270	1268	2
踒	0	0	0
踔	0	0	0
踝	331	331	0
踞	7	7	0
踟	1	1	0
踢	2616	2616	0
踣	0	0	0
踦	0	0	0
踩	1064	1064	0
踪	7876	7876	0
踬	0	0	0
踮	30	30	0
踯	3	3	0
踱	27	27	0
踵	52	52	0
踶	0	0	0
踹	150	150	0
踺	0	0	0
踽	0	0	0
蹀	0	0	0
蹁	0	0	0
蹂	75	75	0
蹄	203	203	0
蹅	0	0	0
蹇	0	0	0
蹈	3141	3141	0
蹉	4	4	0
蹊	131	131	0
蹋	105	105	0
蹐	0	0	0
蹑	24	24	0
蹒	25	25	0
蹙	5	5	0
蹚	10	0	10
蹜	0	0	0
蹢	0	0	0
蹦	429	429	0
蹩	182	177	5
蹬	99	97	2
蹭	289	289	0
蹯	0	0	0
蹰	1	1	0
蹲	891	891	0
蹴	5	5	0
蹶	43	43	0
蹼	26	26	0
蹽	0	0	0
蹾	0	0	0
蹿	35	35	0
躁	582	582	0
躅	3	3	0
躇	28	28	0
躏	75	75	0
躐	0	0	0
躔	0	0	0
躜	0	0	0
躞	0	0	0
身	38760	38745	15
躬	233	232	1
躯	363	327	36
躲	3583	3583	0
躺	2294	2294	0
车	55590	54969	621
轧	59	1	58
轨	1191	1187	4
轩	40	40	0
轪	0	0	0
轫	0	0	0
转	13740	13646	94
轭	6	6	0
轮	5082	5059	23
软	2244	2236	8
轰	886	882	4
轱	11	11	0
轲	0	0	0
轳	1	1	0
轴	319	312	7
轵	0	0	0
轶	48	48	0
轷	0	0	0
轸	1	1	0
轹	0	0	0
轺	0	0	0
轻	11568	11532	36
轼	5	5	0
载	2197	2179	18
轾	0	0	0
轿	462	462	0
辀	0	0	0
辁	0	0	0
辂	0	0	0
较	4137	4137	0
辄	13	13	0
辅	666	661	5
辆	6671	6671	0
辇	1	1	0
辈	3147	3145	2
辉	490	486	4
辊	3	2	1
辋	1	1	0
辌	0	0	0
辍	77	77	0
辎	2	2	0
辏	0	0	0
辐	431	431	0
辑	1890	1890	0
辒	0	0	0
输	5155	5127	28
辔	2	2	0
辕	7	7	0
辖	291	255	36
辗	79	79	0
辘	54	54	0
辙	226	226	0
辚	0	0	0
辛	3020	2562	458
辜	1839	1839	0
辞	2272	2272	0
辟	109	81	28
辣	2300	2300	0
辨	764	764	0
辩	2765	2753	12
辫	198	198	0
辰	112	112	0
辱	1776	1776	0
边	30975	30962	13
辽	28	28	0
达	16414	15370	1044
辿	0	0	0
迁	457	456	1
迂	54	54	0
迄	179	179	0
迅	597	597	0
过	198278	198199	79
迈	3965	3574	391
迎	9589	9574	15
运	18965	18860	105
近	17330	17328	2
迓	0	0	0
返	1326	1325	1
迕	0	0	0
还	192389	192320	69
这	633843	633747	96
进	55676	55656	20
远	21547	21492	55
违	2348	2340	8
连	11517	11460	57
迟	5227	5227	0
迢	95	95	0
迤	0	0	0
迥	30	30	0
迦	132	78	54
迨	0	0	0
迩	8	8	0
迪	11033	9506	1527
迫	3159	3159	0
迭	121	121	0
迮	0	0	0
述	2432	2431	1
迳	0	0	0
迷	8172	8172	0
迸	62	62	0
迹	5467	5466	1
迺	0	0	0
追	7908	7908	0
退	8121	8115	6
送	17550	17511	39
适	7527	7521	6
逃	9009	9009	0
逄	0	0	0
逅	70	70	0
逆	556	556	0
选	25420	25405	15
逊	2076	1707	369
逋	2	2	0
逍	413	413	0
透	4390	4390	0
逐	1663	1663	0
逑	2	2	0
递	1400	1400	0
途	2728	2728	0
逖	21	21	0
逗	1148	1148	0
通	26617	26494	123
逛	993	993	0
逝	781	781	0
逞	355	355	0
速	6275	6270	5
造	11461	11445	16
逡	8	8	0
逢	388	387	1
逦	0	0	0
逭	0	0	0
逮	3247	3057	190
逯	0	0	0
逴	0	0	0
逵	4	0	4
逶	0	0	0
逸	392	392	0
逻	1017	997	20
逼	3090	3090	0
逾	99	99	0
遁	28	28	0
遂	189	189	0
遄	0	0	0
遆	0	0	0
遇	8029	8029	0
遍	4770	4770	0
遏	65	65	0
遐	31	31	0
遑	0	0	0
遒	1	1	0
道	230531	230100	431
遗	5969	5932	37
遘	0	0	0
遛	176	176	0
遢	94	94	0
遣	561	528	33
遥	1413	1413	0
遨	25	25	0
遭	2455	2455	0
遮	704	704	0
遴	4	4	0
遵	1601	1601	0
遹	0	0	0
遽	1	1	0
避	4134	4134	0
邀	3066	3066	0
邂	70	70	0
邃	34	34	0
邈	0	0	0
邋	97	97	0
邑	14	14	0
邓	355	281	74
邕	0	0	0
邗	0	0	0
邘	0	0	0
邙	0	0	0
邛	0	0	0
邝	0	0	0
邠	0	0	0
邡	0	0	0
邢	16	16	0
那	365024	364297	727
邦	3240	3068	172
邨	0	0	0
邪	2246	2244	2
邬	2	1	1
邮	2669	2666	3
邯	4	4	0
邰	0	0	0
邱	42	41	1
邲	0	0	0
邳	0	0	0
邴	0	0	0
邵	5	5	0
邶	0	0	0
邸	110	108	2
邹	17	17	0
邺	0	0	0
邻	2127	2127	0
邽	0	0	0
邾	0	0	0
邿	0	0	0
郁	1257	1254	3
郃	0	0	0
郄	0	0	0
郅	0	0	0
郇	10	0	10
郈	0	0	0
郊	431	431	0
郎	2267	2244	23
郏	0	0	0
郐	0	0	0
郑	284	267	17
郓	0	0	0
郗	0	0	0
郚	0	0	0
郛	0	0	0
郜	0	0	0
郝	200	192	8
郡	898	143	755
郢	0	0	0
郤	0	0	0
郦	0	0	0
郧	0	0	0
部	34796	34591	205
郪	0	0	0
郫	0	0	0
郭	117	116	1
郯	0	0	0
郴	3	3	0
郸	4	4	0
都	180587	180306	281
郾	0	0	0
郿	0	0	0
鄀	0	0	0
鄂	25	23	2
鄃	0	0	0
鄄	0	0	0
鄅	0	0	0
鄌	0	0	0
鄑	0	0	0
鄗	0	0	0
鄘	0	0	0
鄙	821	821	0
鄚	0	0	0
鄜	0	0	0
鄞	0	0	0
鄠	0	0	0
鄢	0	0	0
鄣	0	0	0
鄫	0	0	0
鄯	0	0	0
鄱	0	0	0
鄹	0	0	0
酂	0	0	0
酃	0	0	0
酅	0	0	0
酆	0	0	0
酉	2	2	0
酊	77	77	0
酋	194	194	0
酌	58	58	0
配	5475	5406	69
酎	0	0	0
酏	0	0	0
酐	2	2	0
酒	21171	21113	58
酗	494	494	0
酚	51	51	0
酝	73	73	0
酞	10	10	0
酡	0	0	0
酢	0	0	0
酣	20	20	0
酤	0	0	0
酥	231	231	0
酦	0	0	0
酩	63	61	2
酪	1396	1396	0
酬	671	671	0
酮	173	173	0
酯	90	84	6
酰	1	1	0
酱	1586	1559	27
酲	0	0	0
酴	0	0	0
酵	66	66	0
酶	138	134	4
酷	5303	5303	0
酸	1527	1527	0
酹	0	0	0
酺	0	0	0
酽	0	0	0
酾	0	0	0
酿	346	346	0
醅	0	0	0
醇	396	396	0
醉	3811	3811	0
醋	408	408	0
醌	4	4	0
醍	21	21	0
醐	12	12	0
醑	0	0	0
醒	11156	11117	39
醚	14	14	0
醛	26	26	0
醢	1	1	0
醨	0	0	0
醪	0	0	0
醭	0	0	0
醮	1	1	0
醯	0	0	0
醴	0	0	0
醵	0	0	0
醺	234	234	0
醾	0	0	0
采	3152	3149	3
釉	12	12	0
释	9356	9352	4
里	190699	187072	3627
重	39372	33555	5817
野	4775	4717	58
量	12973	12958	15
釐	0	0	0
金	19210	18499	711
釜	93	93	0
鉴	1316	1316	0
銎	0	0	0
銮	0	0	0
鋆	0	0	0
鋈	0	0	0
錾	4	4	0
鍪	0	0	0
鎏	0	0	0
鏊	3	1	2
鏖	8	8	0
鐾	0	0	0
鑫	1	0	1
钆	2	2	0
钇	0	0	0
针	3125	3115	10
钉	1080	1080	0
钊	1	0	1
钋	6	6	0
钌	1	1	0
钍	12	12	0
钎	4	4	0
钏	0	0	0
钐	0	0	0
钒	1	1	0
钓	1086	1086	0
钔	1	1	0
钕	1	1	0
钖	0	0	0
钗	0	0	0
钘	0	0	0
钙	113	113	0
钚	83	83	0
钛	81	77	4
钜	1	1	0
钝	391	390	1
钞	624	550	74
钟	14858	14839	19
钠	118	118	0
钡	13	13	0
钢	1563	1559	4
钣	1	1	0
钤	0	0	0
钥	3867	3751	116
钦	200	193	7
钧	27	23	4
钨	4	4	0
钩	677	677	0
钪	0	0	0
钫	1	1	0
钬	0	0	0
钭	0	0	0
钮	564	562	2
钯	7	7	0
钰	1	0	1
钱	35222	35145	77
钲	0	0	0
钳	266	233	33
钴	15	15	0
钵	49	49	0
钷	1	1	0
钹	15	15	0
钺	0	0	0
钻	2390	2373	17
钼	0	0	0
钽	1	1	0
钾	72	72	0
钿	0	0	0
铀	51	51	0
铁	3749	3698	51
铂	32	32	0
铃	1397	1390	7
铄	2	2	0
铅	455	262	193
铆	13	13	0
铈	1	1	0
铉	147	128	19
铊	31	0	31
铋	3	3	0
铌	0	0	0
铍	26	26	0
铎	122	116	6
铏	0	0	0
铐	768	768	0
铑	2	2	0
铒	0	0	0
铕	1	1	0
铖	0	0	0
铗	1	1	0
铘	0	0	0
铙	0	0	0
铚	0	0	0
铛	162	140	22
铜	420	389	31
铝	121	121	0
铞	0	0	0
铟	2	2	0
铠	28	28	0
铡	8	8	0
铢	7	7	0
铣	1	1	0
铤	38	38	0
铥	1	1	0
铧	0	0	0
铨	0	0	0
铩	6	6	0
铪	11	11	0
铫	0	0	0
铬	27	27	0
铭	324	322	2
铮	8	6	2
铯	1	1	0
铰	18	18	0
铱	4	4	0
铲	474	474	0
铳	2	2	0
铴	0	0	0
铵	40	40	0
银	4886	4775	111
铷	1	1	0
铸	184	176	8
铹	0	0	0
铺	997	979	18
铻	0	0	0
铼	1	1	0
铽	0	0	0
链	1676	1674	2
铿	13	13	0
销	3243	3241	2
锁	4940	4932	8
锂	29	29	0
锃	19	19	0
锄	32	32	0
锅	682	666	16
锆	19	19	0
锇	2	2	0
锈	234	231	3
锉	33	26	7
锊	0	0	0
锋	841	832	9
锌	43	43	0
锍	1	1	0
锎	1	1	0
锏	55	55	0
锐	424	424	0
锑	6	6	0
锒	19	19	0
锓	0	0	0
锔	3	3	0
锕	1	1	0
锖	0	0	0
锗	4	4	0
锘	1	1	0
错	63231	63228	3
锚	187	187	0
锛	2	2	0
锜	0	0	0
锝	1	1	0
锞	0	0	0
锟	0	0	0
锡	566	317	249
锢	59	59	0
锣	69	69	0
锤	509	509	0
锥	95	95	0
锦	434	388	46
锧	0	0	0
锨	2	2	0
锩	0	0	0
锪	0	0	0
锫	1	1	0
锬	0	0	0
锭	21	20	1
键	2839	2837	2
锯	486	486	0
锰	8	8	0
锱	2	2	0
锲	10	9	1
锳	0	0	0
锴	0	0	0
锵	11	11	0
锶	15	15	0
锷	43	17	26
锸	0	0	0
锹	58	58	0
锺	0	0	0
锻	490	490	0
锼	0	0	0
锽	0	0	0
锾	1	1	0
锿	2	2	0
镀	45	45	0
镁	55	55	0
镂	6	6	0
镃	0	0	0
镄	1	1	0
镅	2	2	0
镆	0	0	0
镇	5601	5545	56
镈	0	0	0
镉	8	8	0
镊	43	41	2
镋	0	0	0
镌	1	1	0
镍	52	48	4
镎	1	1	0
镏	0	0	0
镐	55	12	43
镑	627	627	0
镒	0	0	0
镓	7	7	0
镔	0	0	0
镕	4	0	4
镖	621	621	0
镗	3	3	0
镘	0	0	0
镚	2	0	2
镛	3	0	3
镜	4884	4877	7
镝	0	0	0
镞	1	1	0
镠	0	0	0
镡	0	0	0
镢	1	1	0
镣	40	40	0
镤	1	1	0
镥	1	1	0
镦	0	0	0
镧	1	1	0
镨	1	1	0
镩	0	0	0
镪	0	0	0
镫	15	15	0
镬	4	4	0
镭	35	35	0
镮	1	0	1
镯	200	200	0
镰	71	71	0
镱	0	0	0
镲	0	0	0
镳	87	87	0
镴	4	0	4
镵	0	0	0
镶	137	136	1
长	42599	29365	13234
门	25912	25403	509
闩	41	41	0
闪	3410	3374	36
闫	0	0	0
闭	10059	10059	0
问	64375	64370	5
闯	1844	1844	0
闰	6	6	0
闱	1	1	0
闲	2003	1999	4
闳	0	0	0
间	60050	60039	11
闵	49	41	8
闶	0	0	0
闷	1183	1183	0
闸	189	189	0
闹	3058	3033	25
闺	130	130	0
闻	7786	7781	5
闼	0	0	0
闽	0	0	0
闾	1	1	0
闿	0	0	0
阀	184	181	3
阁	1672	1661	11
阂	52	52	0
阃	0	0	0
阄	6	6	0
阅	625	625	0
阆	0	0	0
阇	0	0	0
阈	1	1	0
阉	135	135	0
阊	0	0	0
阋	2	2	0
阌	0	0	0
阍	0	0	0
阎	32	31	1
阏	0	0	0
阐	97	97	0
阑	118	118	0
阒	0	0	0
阔	430	403	27
阕	0	0	0
阖	6	6	0
阗	0	0	0
阘	0	0	0
阙	6	5	1
阚	0	0	0
阜	2	2	0
队	27111	26965	146
阡	13	7	6
阪	114	111	3
阮	15	15	0
阱	600	600	0
防	6640	6469	171
阳	4200	4178	22
阴	3255	3252	3
阵	2429	2419	10
阶	1540	1534	6
阻	5382	5382	0
阼	0	0	0
阽	0	0	0
阿	15489	9657	5832
陀	251	251	0
陂	0	0	0
附	4227	4217	10
际	7355	7355	0
陆	2197	2085	112
陇	1	1	0
陈	1462	1455	7
陉	0	0	0
陋	470	470	0
陌	1328	1328	0
降	4045	4021	24
陎	0	0	0
限	3137	3132	5
陑	0	0	0
陔	0	0	0
陕	2	1	1
陛	1183	1183	0
陞	0	0	0
陟	1	1	0
陡	62	62	0
院	13564	13559	5
除	16235	16192	43
陧	0	0	0
陨	291	269	22
险	13181	13154	27
陪	7005	7005	0
陬	0	0	0
陲	7	7	0
陴	1	1	0
陵	128	127	1
陶	709	634	75
陷	3142	3142	0
隃	0	0	0
隅	20	20	0
隆	1725	1483	242
隈	0	0	0
隋	1	1	0
隍	0	0	0
随	12248	12248	0
隐	4229	4228	1
隔	2609	2609	0
隗	0	0	0
隘	58	58	0
隙	168	168	0
障	2089	2089	0
隧	517	511	6
隩	0	0	0
隰	0	0	0
隳	0	0	0
隶	836	836	0
隹	0	0	0
隺	0	0	0
隼	27	27	0
隽	13	2	11
难	31434	31432	2
雀	400	334	66
雁	18	18	0
雄	3641	3617	24
雅	3113	2913	200
集	11403	11359	44
雇	4898	4898	0
雉	8	8	0
雊	0	0	0
雌	221	221	0
雍	44	44	0
雎	0	0	0
雏	112	110	2
雒	0	0	0
雕	858	843	15
雠	0	0	0
雨	3189	3156	33
雩	0	0	0
雪	3731	3711	20
雯	34	24	10
雱	0	0	0
雳	186	184	2
零	2337	2295	42
雷	9848	8391	1457
雹	36	36	0
雾	856	853	3
需	46611	46611	0
霁	0	0	0
霄	98	98	0
霅	0	0	0
霆	73	73	0
震	2443	2442	1
霈	0	0	0
霉	1157	1157	0
霍	2577	1894	683
霎	17	7	10
霏	0	0	0
霓	78	47	31
霖	4	3	1
霜	395	395	0
霞	39	39	0
霨	0	0	0
霪	0	0	0
霭	3	3	0
霰	40	33	7
露	5762	4102	1660
霸	1044	1041	3
霹	187	187	0
霾	34	34	0
青	3107	3081	26
靓	288	5	283
靖	10	10	0
静	11447	11353	94
靛	12	12	0
非	39443	38834	609
靠	9411	9411	0
靡	97	97	0
面	67015	66997	18
靥	15	15	0
革	1043	1013	30
靬	0	0	0
靰	0	0	0
靳	3	2	1
